Question_Index,Query,Method,Pearson,Spearman,NDCG,KendallTau
74,Is there any genetic determinant of hair pigmentation that could be useful in forensic analyses?,LOO,0.976388810966138,0.709090909090909,1.0,0.5555555555555555
75,What is the lay name of the treatment for CCSVI (chronic cerebro-spinal venous insufficiency)  in multiple sclerosis.,ContextCite32,0.969231525232991,0.7939393939393938,1.0,0.6888888888888888
75,What is the lay name of the treatment for CCSVI (chronic cerebro-spinal venous insufficiency)  in multiple sclerosis.,WSS32,0.9680241975076256,0.7939393939393938,1.0,0.6888888888888888
75,What is the lay name of the treatment for CCSVI (chronic cerebro-spinal venous insufficiency)  in multiple sclerosis.,BetaShap (U)32,0.5792121956480221,0.5393939393939393,0.9750219071171654,0.37777777777777777
75,What is the lay name of the treatment for CCSVI (chronic cerebro-spinal venous insufficiency)  in multiple sclerosis.,TMC32,0.7993439098888093,0.5757575757575757,0.9321499367822711,0.4222222222222222
75,What is the lay name of the treatment for CCSVI (chronic cerebro-spinal venous insufficiency)  in multiple sclerosis.,ContextCite64,0.9772777267713695,0.8666666666666665,1.0,0.7777777777777777
75,What is the lay name of the treatment for CCSVI (chronic cerebro-spinal venous insufficiency)  in multiple sclerosis.,WSS64,0.975866095745272,0.8787878787878788,1.0,0.8222222222222221
75,What is the lay name of the treatment for CCSVI (chronic cerebro-spinal venous insufficiency)  in multiple sclerosis.,BetaShap (U)64,0.761497765151167,0.8181818181818182,0.9750219071171654,0.7777777777777777
75,What is the lay name of the treatment for CCSVI (chronic cerebro-spinal venous insufficiency)  in multiple sclerosis.,TMC64,0.9612445828345713,0.9393939393939393,0.9321499367822711,0.8222222222222221
75,What is the lay name of the treatment for CCSVI (chronic cerebro-spinal venous insufficiency)  in multiple sclerosis.,ContextCite100,0.9840786554217623,0.7818181818181817,1.0,0.6888888888888888
75,What is the lay name of the treatment for CCSVI (chronic cerebro-spinal venous insufficiency)  in multiple sclerosis.,WSS100,0.9833373454250672,0.8181818181818182,1.0,0.7777777777777777
75,What is the lay name of the treatment for CCSVI (chronic cerebro-spinal venous insufficiency)  in multiple sclerosis.,BetaShap (U)100,0.6091797432933265,0.7939393939393938,0.9053222919244863,0.6888888888888888
75,What is the lay name of the treatment for CCSVI (chronic cerebro-spinal venous insufficiency)  in multiple sclerosis.,TMC100,0.9621329761172547,0.9272727272727272,0.9321499367822711,0.7777777777777777
75,What is the lay name of the treatment for CCSVI (chronic cerebro-spinal venous insufficiency)  in multiple sclerosis.,LOO,0.9465017907755218,0.8424242424242423,1.0,0.7333333333333333
76,Is phospholamban a regulatory/inhibitory protein of the Ca ATPase SERCA?,ContextCite32,0.9543175302333033,0.8181818181818182,1.0,0.7333333333333333
76,Is phospholamban a regulatory/inhibitory protein of the Ca ATPase SERCA?,WSS32,0.9547851096247448,0.8060606060606059,1.0,0.6888888888888888
76,Is phospholamban a regulatory/inhibitory protein of the Ca ATPase SERCA?,BetaShap (U)32,0.8012957684773744,0.8666666666666665,0.8428673225891061,0.7333333333333333
76,Is phospholamban a regulatory/inhibitory protein of the Ca ATPase SERCA?,TMC32,0.7672099826802228,0.7333333333333332,0.8517345950980028,0.6444444444444444
76,Is phospholamban a regulatory/inhibitory protein of the Ca ATPase SERCA?,ContextCite64,0.9827800315035382,0.9393939393939393,1.0,0.8666666666666666
76,Is phospholamban a regulatory/inhibitory protein of the Ca ATPase SERCA?,WSS64,0.9662258439438609,0.9393939393939393,1.0,0.8666666666666666
76,Is phospholamban a regulatory/inhibitory protein of the Ca ATPase SERCA?,BetaShap (U)64,0.9136848814124863,0.9515151515151514,0.9661372901612576,0.8666666666666666
76,Is phospholamban a regulatory/inhibitory protein of the Ca ATPase SERCA?,TMC64,0.8988387302123998,0.9393939393939393,0.9335293134174544,0.8666666666666666
76,Is phospholamban a regulatory/inhibitory protein of the Ca ATPase SERCA?,ContextCite100,0.9839538215037009,0.9030303030303028,1.0,0.8222222222222221
76,Is phospholamban a regulatory/inhibitory protein of the Ca ATPase SERCA?,WSS100,0.9834634114464081,0.9515151515151514,1.0,0.8666666666666666
76,Is phospholamban a regulatory/inhibitory protein of the Ca ATPase SERCA?,BetaShap (U)100,0.9229278573686638,0.9878787878787878,0.9705902620946805,0.9555555555555554
76,Is phospholamban a regulatory/inhibitory protein of the Ca ATPase SERCA?,TMC100,0.9642003957860168,0.9999999999999999,1.0,0.9999999999999999
76,Is phospholamban a regulatory/inhibitory protein of the Ca ATPase SERCA?,LOO,0.7847167155774197,0.6848484848484848,0.9661372901612576,0.5555555555555555
77,Is galcanezumab effective for treatment of migraine?,ContextCite32,0.9960269841059639,0.9515151515151514,1.0,0.8666666666666666
77,Is galcanezumab effective for treatment of migraine?,WSS32,0.9959725953430215,0.9515151515151514,1.0,0.8666666666666666
77,Is galcanezumab effective for treatment of migraine?,BetaShap (U)32,0.9829013698822131,0.8787878787878788,1.0,0.7333333333333333
77,Is galcanezumab effective for treatment of migraine?,TMC32,0.9919394471537262,0.9515151515151514,1.0,0.8666666666666666
77,Is galcanezumab effective for treatment of migraine?,ContextCite64,0.9968203670546965,0.9636363636363635,1.0,0.911111111111111
77,Is galcanezumab effective for treatment of migraine?,WSS64,0.9966965423579857,0.9636363636363635,1.0,0.911111111111111
77,Is galcanezumab effective for treatment of migraine?,BetaShap (U)64,0.9764079790753492,0.5757575757575757,0.9648046429125248,0.4222222222222222
77,Is galcanezumab effective for treatment of migraine?,TMC64,0.9974385663098654,0.9030303030303028,1.0,0.7777777777777777
77,Is galcanezumab effective for treatment of migraine?,ContextCite100,0.9970473408139596,0.9636363636363635,1.0,0.911111111111111
77,Is galcanezumab effective for treatment of migraine?,WSS100,0.9964811493521296,0.9636363636363635,1.0,0.911111111111111
77,Is galcanezumab effective for treatment of migraine?,BetaShap (U)100,0.9819909082316721,0.7454545454545454,0.9648046429125248,0.6
77,Is galcanezumab effective for treatment of migraine?,TMC100,0.9980500562714579,0.9636363636363635,1.0,0.911111111111111
77,Is galcanezumab effective for treatment of migraine?,LOO,0.992869111132286,0.9757575757575757,1.0,0.911111111111111
78,Which drug can be reversed with idarucizumab?,ContextCite32,0.141223047147387,-0.11515151515151514,0.5004879318640458,-0.06666666666666667
78,Which drug can be reversed with idarucizumab?,WSS32,0.12842953539578675,-0.11515151515151514,0.5004879318640458,-0.06666666666666667
78,Which drug can be reversed with idarucizumab?,BetaShap (U)32,0.45363784130059515,0.3696969696969697,0.8857161841612833,0.28888888888888886
78,Which drug can be reversed with idarucizumab?,TMC32,0.4902312980929536,0.35757575757575755,0.8714142272871382,0.24444444444444444
78,Which drug can be reversed with idarucizumab?,ContextCite64,0.7608942207219858,0.8181818181818182,0.9963635831849388,0.6888888888888888
78,Which drug can be reversed with idarucizumab?,WSS64,0.7482454436677102,0.8181818181818182,0.9963635831849388,0.6888888888888888
78,Which drug can be reversed with idarucizumab?,BetaShap (U)64,0.5343340100258918,0.6606060606060605,0.9818319274958179,0.5555555555555555
78,Which drug can be reversed with idarucizumab?,TMC64,0.41339019580056313,0.38181818181818183,0.7813471774164985,0.28888888888888886
78,Which drug can be reversed with idarucizumab?,ContextCite100,0.7806154769987711,0.8666666666666665,0.985698043125855,0.6888888888888888
78,Which drug can be reversed with idarucizumab?,WSS100,0.7810060435770365,0.8666666666666665,0.985698043125855,0.6888888888888888
78,Which drug can be reversed with idarucizumab?,BetaShap (U)100,0.281003165360091,0.43030303030303024,0.8559219506554563,0.37777777777777777
78,Which drug can be reversed with idarucizumab?,TMC100,0.5158903442681247,0.4787878787878787,0.8005575681338312,0.37777777777777777
78,Which drug can be reversed with idarucizumab?,LOO,0.5183817391783166,0.38181818181818183,0.9112309149864577,0.28888888888888886
79,Proteomic analyses have revealed proteins associated with the triple-negative breast cancers. List some proposed proteins.,ContextCite32,0.9974970525461678,0.9030303030303028,1.0000000000000002,0.8222222222222221
79,Proteomic analyses have revealed proteins associated with the triple-negative breast cancers. List some proposed proteins.,WSS32,0.9974548652884913,0.9030303030303028,1.0000000000000002,0.8222222222222221
79,Proteomic analyses have revealed proteins associated with the triple-negative breast cancers. List some proposed proteins.,BetaShap (U)32,0.9814302946704464,0.9030303030303028,1.0000000000000002,0.8222222222222221
79,Proteomic analyses have revealed proteins associated with the triple-negative breast cancers. List some proposed proteins.,TMC32,0.990695650592839,0.9878787878787878,1.0000000000000002,0.9555555555555554
79,Proteomic analyses have revealed proteins associated with the triple-negative breast cancers. List some proposed proteins.,ContextCite64,0.9975560841816575,0.8545454545454544,1.0000000000000002,0.7333333333333333
79,Proteomic analyses have revealed proteins associated with the triple-negative breast cancers. List some proposed proteins.,WSS64,0.9974052922895823,0.8545454545454544,1.0000000000000002,0.7333333333333333
79,Proteomic analyses have revealed proteins associated with the triple-negative breast cancers. List some proposed proteins.,BetaShap (U)64,0.9874746557321717,0.7939393939393938,0.9670029404799955,0.6444444444444444
79,Proteomic analyses have revealed proteins associated with the triple-negative breast cancers. List some proposed proteins.,TMC64,0.9969240979497807,0.9999999999999999,1.0000000000000002,0.9999999999999999
79,Proteomic analyses have revealed proteins associated with the triple-negative breast cancers. List some proposed proteins.,ContextCite100,0.9986832518672157,0.9636363636363635,1.0000000000000002,0.911111111111111
79,Proteomic analyses have revealed proteins associated with the triple-negative breast cancers. List some proposed proteins.,WSS100,0.9984395922394443,0.9515151515151514,1.0000000000000002,0.8666666666666666
79,Proteomic analyses have revealed proteins associated with the triple-negative breast cancers. List some proposed proteins.,BetaShap (U)100,0.9817471128961565,0.8303030303030302,0.9670029404799955,0.6888888888888888
79,Proteomic analyses have revealed proteins associated with the triple-negative breast cancers. List some proposed proteins.,TMC100,0.997571952489763,0.9272727272727272,1.0000000000000002,0.8666666666666666
79,Proteomic analyses have revealed proteins associated with the triple-negative breast cancers. List some proposed proteins.,LOO,0.9920615801112687,0.8666666666666665,1.0000000000000002,0.7777777777777777
80,What is Jackhammer esophagus?,ContextCite32,0.9596373573200573,0.8181818181818182,1.0,0.7333333333333333
80,What is Jackhammer esophagus?,WSS32,0.959816874696846,0.8181818181818182,1.0,0.7333333333333333
80,What is Jackhammer esophagus?,BetaShap (U)32,0.7499171276910231,0.7939393939393938,0.9260470352883386,0.6
80,What is Jackhammer esophagus?,TMC32,0.9098376354931295,0.7818181818181817,0.9260470352883386,0.5555555555555555
80,What is Jackhammer esophagus?,ContextCite64,0.9819498365376417,0.9151515151515152,1.0,0.8222222222222221
80,What is Jackhammer esophagus?,WSS64,0.9830551644376712,0.9151515151515152,1.0,0.8222222222222221
80,What is Jackhammer esophagus?,BetaShap (U)64,0.6590111412086023,0.7696969696969697,0.7534490615475492,0.6
80,What is Jackhammer esophagus?,TMC64,0.9563661624639235,0.9030303030303028,0.9922899555240764,0.7777777777777777
80,What is Jackhammer esophagus?,ContextCite100,0.9862202137454013,0.9515151515151514,1.0,0.8666666666666666
80,What is Jackhammer esophagus?,WSS100,0.9872660388008333,0.8787878787878788,1.0,0.7333333333333333
80,What is Jackhammer esophagus?,BetaShap (U)100,0.40921921350783635,0.5636363636363636,0.6227674740422284,0.5111111111111111
80,What is Jackhammer esophagus?,TMC100,0.9581438660450358,0.9030303030303028,0.9922899555240764,0.7777777777777777
80,What is Jackhammer esophagus?,LOO,0.9687567195054769,0.9393939393939393,1.0,0.8666666666666666
81,From which tissue was the NCI-H520 cell-line derived?,ContextCite32,0.7975738982902241,0.7781190959104827,1.0000000000000002,0.6741998624632421
81,From which tissue was the NCI-H520 cell-line derived?,WSS32,0.7978511218608931,0.7818181818181817,1.0000000000000002,0.6888888888888888
81,From which tissue was the NCI-H520 cell-line derived?,BetaShap (U)32,0.6486102808714402,0.7575757575757575,0.7350122427655629,0.5555555555555555
81,From which tissue was the NCI-H520 cell-line derived?,TMC32,0.7810685920978921,0.7818181818181817,0.7385550443726622,0.6888888888888888
81,From which tissue was the NCI-H520 cell-line derived?,ContextCite64,0.9272700847666698,0.9151515151515152,1.0000000000000002,0.8222222222222221
81,From which tissue was the NCI-H520 cell-line derived?,WSS64,0.9194419939897251,0.9151515151515152,1.0000000000000002,0.8222222222222221
81,From which tissue was the NCI-H520 cell-line derived?,BetaShap (U)64,0.8714659717903431,0.7818181818181817,0.8802403917390329,0.6
81,From which tissue was the NCI-H520 cell-line derived?,TMC64,0.9230886811622867,0.9272727272727272,0.870709366405011,0.7777777777777777
81,From which tissue was the NCI-H520 cell-line derived?,ContextCite100,0.9308801371286193,0.9272727272727272,0.9864706015612955,0.8222222222222221
81,From which tissue was the NCI-H520 cell-line derived?,WSS100,0.9338229002076451,0.9393939393939393,0.9864706015612955,0.8222222222222221
81,From which tissue was the NCI-H520 cell-line derived?,BetaShap (U)100,0.9226524075455687,0.7818181818181817,0.9319060684068584,0.6444444444444444
81,From which tissue was the NCI-H520 cell-line derived?,TMC100,0.9423168841466985,0.8424242424242423,0.9864706015612955,0.7333333333333333
81,From which tissue was the NCI-H520 cell-line derived?,LOO,0.8047666602160176,0.7454545454545454,0.9864706015612955,0.6
82,Is there a role of proton beam therapy in medulloblastoma treatment?,ContextCite32,0.9910485833879323,0.9515151515151514,0.9937396989041839,0.8222222222222221
82,Is there a role of proton beam therapy in medulloblastoma treatment?,WSS32,0.9912483111565668,0.9515151515151514,0.9937396989041839,0.8222222222222221
82,Is there a role of proton beam therapy in medulloblastoma treatment?,BetaShap (U)32,0.8887081384090799,0.9515151515151514,0.9383217136744536,0.8666666666666666
82,Is there a role of proton beam therapy in medulloblastoma treatment?,TMC32,0.8996270057266748,0.9636363636363635,1.0,0.911111111111111
82,Is there a role of proton beam therapy in medulloblastoma treatment?,ContextCite64,0.9946169930099105,0.9636363636363635,1.0,0.911111111111111
82,Is there a role of proton beam therapy in medulloblastoma treatment?,WSS64,0.9942600406874657,0.9636363636363635,1.0,0.911111111111111
82,Is there a role of proton beam therapy in medulloblastoma treatment?,BetaShap (U)64,0.9711934902666927,0.7818181818181817,1.0,0.6888888888888888
82,Is there a role of proton beam therapy in medulloblastoma treatment?,TMC64,0.9933391103887216,0.8909090909090909,1.0,0.7777777777777777
82,Is there a role of proton beam therapy in medulloblastoma treatment?,ContextCite100,0.9972734382380798,0.9878787878787878,1.0,0.9555555555555554
82,Is there a role of proton beam therapy in medulloblastoma treatment?,WSS100,0.9917851392197105,0.9878787878787878,1.0,0.9555555555555554
82,Is there a role of proton beam therapy in medulloblastoma treatment?,BetaShap (U)100,0.9559892818470075,0.7575757575757575,0.9937396989041839,0.6
82,Is there a role of proton beam therapy in medulloblastoma treatment?,TMC100,0.9842288805547041,0.9515151515151514,1.0,0.8666666666666666
82,Is there a role of proton beam therapy in medulloblastoma treatment?,LOO,0.9728137343478235,0.6242424242424242,0.9937396989041839,0.4666666666666666
83,Is cystatin C or cystatin 3 used as a biomarker of kidney function?,ContextCite32,0.7558950927067198,0.56535215562246,0.8982851934283349,0.44946657497549475
83,Is cystatin C or cystatin 3 used as a biomarker of kidney function?,WSS32,0.7581776801581069,0.5757575757575757,0.8982851934283349,0.4666666666666666
83,Is cystatin C or cystatin 3 used as a biomarker of kidney function?,BetaShap (U)32,0.3702177581459913,0.6121212121212121,0.7916289511839009,0.4666666666666666
83,Is cystatin C or cystatin 3 used as a biomarker of kidney function?,TMC32,0.42695436954061866,0.49090909090909085,0.7701406232834311,0.4222222222222222
83,Is cystatin C or cystatin 3 used as a biomarker of kidney function?,ContextCite64,0.7775935272435732,0.6442202750968412,0.9515085661983673,0.598056818096707
83,Is cystatin C or cystatin 3 used as a biomarker of kidney function?,WSS64,0.8080061236927737,0.6969696969696969,0.9515085661983673,0.6
83,Is cystatin C or cystatin 3 used as a biomarker of kidney function?,BetaShap (U)64,0.5558905746764304,0.6727272727272726,0.8974520174053628,0.5111111111111111
83,Is cystatin C or cystatin 3 used as a biomarker of kidney function?,TMC64,0.7217089744459143,0.6969696969696969,0.9363142611190188,0.5555555555555555
83,Is cystatin C or cystatin 3 used as a biomarker of kidney function?,ContextCite100,0.7634714549516823,0.8896375227527807,0.9515085661983673,0.7820743005880014
83,Is cystatin C or cystatin 3 used as a biomarker of kidney function?,WSS100,0.8424473600794414,0.8545454545454544,0.9515085661983673,0.6888888888888888
83,Is cystatin C or cystatin 3 used as a biomarker of kidney function?,BetaShap (U)100,0.557162518792347,0.43030303030303024,0.8787462470005791,0.28888888888888886
83,Is cystatin C or cystatin 3 used as a biomarker of kidney function?,TMC100,0.8504597173839593,0.8303030303030302,0.9272376808022118,0.6444444444444444
83,Is cystatin C or cystatin 3 used as a biomarker of kidney function?,LOO,0.21410754721019956,0.3939393939393939,0.5946780960966154,0.3333333333333333
84,Which two interleukins are inhibited by Ustekinumab?,ContextCite32,0.8604090981389193,0.9393939393939393,1.0,0.8222222222222221
84,Which two interleukins are inhibited by Ustekinumab?,WSS32,0.8590992485199929,0.9393939393939393,1.0,0.8222222222222221
84,Which two interleukins are inhibited by Ustekinumab?,BetaShap (U)32,0.4210869404060393,0.2606060606060606,0.4609104400275741,0.19999999999999998
84,Which two interleukins are inhibited by Ustekinumab?,TMC32,0.6697969609598824,0.6727272727272726,0.6924572973422931,0.5555555555555555
84,Which two interleukins are inhibited by Ustekinumab?,ContextCite64,0.9271337930670808,0.9393939393939393,1.0,0.8666666666666666
84,Which two interleukins are inhibited by Ustekinumab?,WSS64,0.9252115382243316,0.9757575757575757,1.0,0.911111111111111
84,Which two interleukins are inhibited by Ustekinumab?,BetaShap (U)64,0.9460220337551037,0.6606060606060605,1.0,0.5555555555555555
84,Which two interleukins are inhibited by Ustekinumab?,TMC64,0.8810560398136529,0.6969696969696969,0.9464248055430279,0.5111111111111111
84,Which two interleukins are inhibited by Ustekinumab?,ContextCite100,0.9667285635627354,0.8449887057152898,1.0,0.7191465199607916
84,Which two interleukins are inhibited by Ustekinumab?,WSS100,0.9548281413526599,0.8303030303030302,1.0,0.6888888888888888
84,Which two interleukins are inhibited by Ustekinumab?,BetaShap (U)100,0.8246180775250159,0.5757575757575757,0.9938845587522899,0.4222222222222222
84,Which two interleukins are inhibited by Ustekinumab?,TMC100,0.9429042883415777,0.7818181818181817,0.9464248055430279,0.6
84,Which two interleukins are inhibited by Ustekinumab?,LOO,0.5879896303573946,0.5030303030303029,0.6439510580912107,0.3333333333333333
85,Which are the main causes of fetal echogenic bowel?,ContextCite32,0.9514705307789034,0.9272727272727272,0.9428357753463658,0.7777777777777777
85,Which are the main causes of fetal echogenic bowel?,WSS32,0.9515705971308925,0.9272727272727272,0.9428357753463658,0.7777777777777777
85,Which are the main causes of fetal echogenic bowel?,BetaShap (U)32,0.7331972561263518,0.8909090909090909,0.9347130795448207,0.7333333333333333
85,Which are the main causes of fetal echogenic bowel?,TMC32,0.8441262693556303,0.8909090909090909,0.9347130795448207,0.7333333333333333
85,Which are the main causes of fetal echogenic bowel?,ContextCite64,0.913058027263323,0.9151515151515152,0.9428357753463658,0.7777777777777777
85,Which are the main causes of fetal echogenic bowel?,WSS64,0.9135636480807983,0.9151515151515152,0.9428357753463658,0.7777777777777777
85,Which are the main causes of fetal echogenic bowel?,BetaShap (U)64,0.8618489137072822,0.9393939393939393,0.9970021546588598,0.8222222222222221
85,Which are the main causes of fetal echogenic bowel?,TMC64,0.9632419776152026,0.9636363636363635,0.9629774835266671,0.8666666666666666
85,Which are the main causes of fetal echogenic bowel?,ContextCite100,0.9561484479102152,0.9272727272727272,0.9517454589597412,0.8222222222222221
85,Which are the main causes of fetal echogenic bowel?,WSS100,0.9613753285594785,0.9515151515151514,0.9517454589597412,0.8666666666666666
85,Which are the main causes of fetal echogenic bowel?,BetaShap (U)100,0.8512131059506307,0.9515151515151514,1.0000000000000002,0.8666666666666666
85,Which are the main causes of fetal echogenic bowel?,TMC100,0.9675928353126982,0.9757575757575757,0.9659753288678075,0.911111111111111
85,Which are the main causes of fetal echogenic bowel?,LOO,0.6362332032225622,0.4545454545454545,0.6754951774541791,0.37777777777777777
86,What is the prognostic role of thyroid hormone in patients with heart failure?,ContextCite32,0.9753286411412866,0.9878787878787878,1.0000000000000002,0.9555555555555554
86,What is the prognostic role of thyroid hormone in patients with heart failure?,WSS32,0.9743342188650722,0.9878787878787878,1.0000000000000002,0.9555555555555554
86,What is the prognostic role of thyroid hormone in patients with heart failure?,BetaShap (U)32,0.5943584901790534,0.5151515151515151,0.8343314467759358,0.4222222222222222
86,What is the prognostic role of thyroid hormone in patients with heart failure?,TMC32,0.8839654709940828,0.8909090909090909,0.9810929912680459,0.7777777777777777
86,What is the prognostic role of thyroid hormone in patients with heart failure?,ContextCite64,0.9852184820554435,0.9515151515151514,0.9894830270615391,0.8666666666666666
86,What is the prognostic role of thyroid hormone in patients with heart failure?,WSS64,0.9816219566501768,0.9515151515151514,0.9894830270615391,0.8666666666666666
86,What is the prognostic role of thyroid hormone in patients with heart failure?,BetaShap (U)64,0.43891591801468033,0.406060606060606,0.8012440625988179,0.3333333333333333
86,What is the prognostic role of thyroid hormone in patients with heart failure?,TMC64,0.9248935753058751,0.9030303030303028,0.9450540285932638,0.7777777777777777
86,What is the prognostic role of thyroid hormone in patients with heart failure?,ContextCite100,0.9918376989779514,0.9393939393939393,0.9894830270615391,0.8222222222222221
86,What is the prognostic role of thyroid hormone in patients with heart failure?,WSS100,0.9917952817932979,0.9515151515151514,0.9894830270615391,0.8666666666666666
86,What is the prognostic role of thyroid hormone in patients with heart failure?,BetaShap (U)100,0.41278561848326567,0.38181818181818183,0.7758783121251331,0.28888888888888886
86,What is the prognostic role of thyroid hormone in patients with heart failure?,TMC100,0.9503342307383519,0.8787878787878788,0.9111420030634497,0.7333333333333333
86,What is the prognostic role of thyroid hormone in patients with heart failure?,LOO,0.9281346244639155,0.7696969696969697,0.855365392652858,0.5555555555555555
87,Which molecule is inhibited by encorafenib?,ContextCite32,0.8639483837785858,0.7454545454545454,0.9655139121082158,0.6
87,Which molecule is inhibited by encorafenib?,WSS32,0.863189940265222,0.7454545454545454,0.9655139121082158,0.6
87,Which molecule is inhibited by encorafenib?,BetaShap (U)32,0.7044978324071707,0.5151515151515151,0.7743951637257142,0.3333333333333333
87,Which molecule is inhibited by encorafenib?,TMC32,0.772273953442477,0.7818181818181817,0.8013948766545631,0.6444444444444444
87,Which molecule is inhibited by encorafenib?,ContextCite64,0.8965214155091896,0.7212121212121211,0.9754693367700847,0.5555555555555555
87,Which molecule is inhibited by encorafenib?,WSS64,0.8853995956040029,0.7212121212121211,0.9754693367700847,0.5555555555555555
87,Which molecule is inhibited by encorafenib?,BetaShap (U)64,0.5509338032123516,0.6121212121212121,0.791824604392479,0.4666666666666666
87,Which molecule is inhibited by encorafenib?,TMC64,0.9722677201740357,0.8666666666666665,0.96198180936606,0.6888888888888888
87,Which molecule is inhibited by encorafenib?,ContextCite100,0.9161563504713961,0.7212121212121211,0.9754693367700847,0.5555555555555555
87,Which molecule is inhibited by encorafenib?,WSS100,0.8881640496921029,0.6121212121212121,0.9754693367700847,0.5111111111111111
87,Which molecule is inhibited by encorafenib?,BetaShap (U)100,0.7494323044736453,0.6363636363636362,0.791824604392479,0.5111111111111111
87,Which molecule is inhibited by encorafenib?,TMC100,0.9751098119660989,0.9636363636363635,0.9987469666111138,0.8666666666666666
87,Which molecule is inhibited by encorafenib?,LOO,0.5699948872296473,0.3939393939393939,0.5553839369157756,0.3333333333333333
88,What is commotio cordis?,ContextCite32,0.9641566544377502,0.9393939393939393,0.9408463417885096,0.8222222222222221
88,What is commotio cordis?,WSS32,0.9636646606073381,0.9393939393939393,0.9408463417885096,0.8222222222222221
88,What is commotio cordis?,BetaShap (U)32,0.7174140551110627,0.7939393939393938,0.8281604282893856,0.6
88,What is commotio cordis?,TMC32,0.948616710180309,0.8424242424242423,0.9493825017894109,0.6444444444444444
88,What is commotio cordis?,ContextCite64,0.9779239153616346,0.9151515151515152,1.0,0.8222222222222221
88,What is commotio cordis?,WSS64,0.9765284050645383,0.9151515151515152,1.0,0.8222222222222221
88,What is commotio cordis?,BetaShap (U)64,0.7564249271120146,0.8303030303030302,0.722878395509422,0.6444444444444444
88,What is commotio cordis?,TMC64,0.9790695448761715,0.9757575757575757,0.9992515601459627,0.911111111111111
88,What is commotio cordis?,ContextCite100,0.9848351745758419,0.9636363636363635,1.0,0.911111111111111
88,What is commotio cordis?,WSS100,0.9728599031734192,0.9636363636363635,1.0,0.911111111111111
88,What is commotio cordis?,BetaShap (U)100,0.8374028491933123,0.9030303030303028,0.8579991722155632,0.7777777777777777
88,What is commotio cordis?,TMC100,0.9813494094407369,0.9515151515151514,0.9992515601459627,0.8666666666666666
88,What is commotio cordis?,LOO,0.9233564388334875,0.8787878787878788,0.9217497808404582,0.7333333333333333
89,Which gene is involved in CADASIL?,ContextCite32,0.2750097598782773,0.23636363636363633,0.51300462197774,0.24444444444444444
89,Which gene is involved in CADASIL?,WSS32,0.27817672219318046,0.23636363636363633,0.51300462197774,0.24444444444444444
89,Which gene is involved in CADASIL?,BetaShap (U)32,0.513740973293559,0.5030303030303029,0.8021531928466888,0.37777777777777777
89,Which gene is involved in CADASIL?,TMC32,0.6082215662586641,0.5393939393939393,0.9852158346676423,0.37777777777777777
89,Which gene is involved in CADASIL?,ContextCite64,0.917329762519611,0.9151515151515152,0.9989388761674773,0.8222222222222221
89,Which gene is involved in CADASIL?,WSS64,0.9185538221902458,0.9151515151515152,0.9989388761674773,0.8222222222222221
89,Which gene is involved in CADASIL?,BetaShap (U)64,0.48906680673761077,0.49090909090909085,0.8971767069805058,0.37777777777777777
89,Which gene is involved in CADASIL?,TMC64,0.617182377133446,0.5757575757575757,0.8481434852034082,0.4666666666666666
89,Which gene is involved in CADASIL?,ContextCite100,0.894026487553219,0.9019083851355777,0.9989388761674773,0.7360699299651778
89,Which gene is involved in CADASIL?,WSS100,0.9032217822263979,0.9272727272727272,0.9989388761674773,0.7777777777777777
89,Which gene is involved in CADASIL?,BetaShap (U)100,0.8332676198526502,0.8545454545454544,0.9749728549466838,0.7777777777777777
89,Which gene is involved in CADASIL?,TMC100,0.8016994808055566,0.7939393939393938,0.9193860373007307,0.6888888888888888
89,Which gene is involved in CADASIL?,LOO,0.4072207635396542,0.41818181818181815,0.7874414282089459,0.28888888888888886
90,Is dupilumab effective for treatment of asthma?,ContextCite32,0.995617788647711,0.8424242424242423,1.0000000000000002,0.7333333333333333
90,Is dupilumab effective for treatment of asthma?,WSS32,0.9957052731407782,0.8424242424242423,1.0000000000000002,0.7333333333333333
90,Is dupilumab effective for treatment of asthma?,BetaShap (U)32,0.9908880188038608,0.8545454545454544,1.0000000000000002,0.7333333333333333
90,Is dupilumab effective for treatment of asthma?,TMC32,0.9964855431685673,0.8666666666666665,0.9949351904308402,0.7777777777777777
90,Is dupilumab effective for treatment of asthma?,ContextCite64,0.9970635053261314,0.9878787878787878,1.0000000000000002,0.9555555555555554
90,Is dupilumab effective for treatment of asthma?,WSS64,0.9964014847122664,0.9515151515151514,1.0000000000000002,0.8666666666666666
90,Is dupilumab effective for treatment of asthma?,BetaShap (U)64,0.9927716884034108,0.6242424242424242,1.0000000000000002,0.5111111111111111
90,Is dupilumab effective for treatment of asthma?,TMC64,0.9985261328885316,0.9272727272727272,0.9949351904308402,0.8222222222222221
90,Is dupilumab effective for treatment of asthma?,ContextCite100,0.9985913615991894,0.9393939393939393,1.0000000000000002,0.8222222222222221
90,Is dupilumab effective for treatment of asthma?,WSS100,0.9995628227322245,0.9757575757575757,0.9949351904308402,0.911111111111111
90,Is dupilumab effective for treatment of asthma?,BetaShap (U)100,0.9917061758298107,0.6969696969696969,1.0000000000000002,0.6
90,Is dupilumab effective for treatment of asthma?,TMC100,0.9989883787414447,0.8909090909090909,0.9949351904308402,0.7777777777777777
90,Is dupilumab effective for treatment of asthma?,LOO,0.9963532291689207,0.8666666666666665,0.9949351904308402,0.7333333333333333
